Year,Month,Day,Estimated DGSR
1995,11,12,25.96962542
1995,11,13,25.66870842
1995,11,14,26.51812669
1995,11,15,25.59784843
1995,11,16,20.34431336
1995,11,17,22.71522984
1995,11,18,24.18512122
1995,11,19,26.04787801
1995,11,20,28.31372257
1995,11,21,21.14297863
1995,11,22,27.63414522
1995,11,23,24.62202067
1995,11,24,29.6993029
1995,11,25,29.00282811
1995,11,26,15.88333092
1995,11,27,25.5050993
1995,11,28,30.0269669
1995,11,29,24.56397139
1995,11,30,30.00045744
1995,12,1,27.62721685
1995,12,2,30.66029172
1995,12,3,30.02501276
1995,12,4,30.40224014
1995,12,5,25.29364746
1995,12,6,24.99549363
1995,12,7,27.71956786
1995,12,8,26.14940949
1995,12,9,31.1210695
1995,12,10,29.90764176
1995,12,11,32.08725229
1995,12,12,29.23200173
1995,12,13,25.263197
1995,12,14,31.65495949
1995,12,15,29.32031207
1995,12,16,26.72211824
1995,12,17,24.74550626
1995,12,18,30.21223359
1995,12,19,24.74581414
1995,12,20,34.33640074
1995,12,21,33.17852537
1995,12,22,30.46996381
1995,12,23,31.48315993
1995,12,24,33.02436842
1995,12,25,28.62900793
1995,12,26,25.81805698
1995,12,27,28.77951248
1995,12,28,32.21559562
1995,12,29,26.77853808
1995,12,30,31.33161676
1995,12,31,33.70799051
1996,1,1,33.47443355
1996,1,2,35.01161466
1996,1,3,30.77730964
1996,1,4,28.0914478
1996,1,5,20.39415338
1996,1,6,27.50540867
1996,1,7,18.56084387
1996,1,8,22.91236889
1996,1,9,26.03493268
1996,1,10,31.32624426
1996,1,11,30.15838944
1996,1,12,22.55774928
1996,1,13,24.65412485
1996,1,14,30.31488539
1996,1,15,14.89547627
1996,1,16,28.99280327
1996,1,17,28.12479564
1996,1,18,22.19291219
1996,1,19,15.52725412
1996,1,20,22.54750644
1996,1,21,27.93000574
1996,1,22,23.8738554
1996,1,23,19.54243626
1996,1,24,27.49818713
1996,1,25,23.83810656
1996,1,26,12.45887291
1996,1,27,19.0118388
1996,1,28,25.12594744
1996,1,29,24.35889869
1996,1,30,24.73015844
1996,1,31,17.68644291
1996,2,1,22.25084923
1996,2,2,24.323038
1996,2,3,18.29438798
1996,2,4,20.9016614
1996,2,5,22.09932594
1996,2,6,21.82527074
1996,2,7,21.08094186
1996,2,8,11.0571545
1996,2,9,21.26906379
1996,2,10,6.537606889
1996,2,11,21.30171049
1996,2,12,21.01179081
1996,2,13,14.51901226
1996,2,14,19.26239169
1996,2,15,7.888200716
1996,2,16,13.00315686
1996,2,17,11.88770942
1996,2,18,9.133889772
1996,2,19,4.539845459
1996,2,20,17.62547487
1996,2,21,4.822084236
1996,2,22,6.98723516
1996,2,23,12.68807771
1996,2,24,4.769482207
1996,2,25,12.63213609
1996,2,26,7.060341162
1996,2,27,14.31709544
1996,2,28,12.31923628
1996,2,29,5.856108033
1996,3,1,6.000634189
1996,3,2,13.58466767
1996,3,3,4.620428917
1996,3,4,5.005453487
1996,3,5,4.240901773
1996,3,6,9.017962124
1996,3,7,3.79146451
1996,3,8,11.06012942
1996,3,9,9.608245846
1996,3,10,5.326806988
1996,3,11,7.28702822
1996,3,12,3.707221513
1996,3,13,4.644662217
1996,3,14,9.971919349
1996,3,15,3.302068037
1996,3,16,5.108070946
1996,3,17,7.12380424
1996,3,18,6.076669702
1996,3,19,8.732910485
1996,3,20,10.57778906
1996,3,21,8.849499622
1996,3,22,7.818940803
1996,3,23,6.066851979
1996,3,24,2.963226939
1996,3,25,5.829633906
1996,3,26,3.615903269
1996,3,27,4.745567064
1996,3,28,2.614064979
1996,3,29,1.586913376
1996,3,30,3.040726204
1996,3,31,2.083053433
1996,4,1,4.107582647
1996,4,2,4.083608143
1996,4,3,2.413465352
1996,4,4,2.409391903
1996,4,5,3.343617667
1996,4,6,2.030191214
1996,4,7,2.199904213
1996,4,8,3.279872422
1996,4,9,2.213370397
1996,4,10,2.580326305
1996,4,11,1.508115498
1996,4,12,2.085155812
1996,4,13,3.002334617
1996,4,14,2.691844535
1996,4,15,2.573191062
1996,4,16,2.163781264
1996,4,17,1.251338027
1996,4,18,1.184472941
1996,4,19,1.358606875
1996,4,20,1.888673174
1996,4,21,1.875151716
1996,4,22,1.530008442
1996,4,23,0.909809989
1996,4,24,1.080209127
1996,4,25,0.767260725
1996,4,26,0.355761413
1996,4,27,0.507656922
1996,4,28,0.683798771
1996,4,29,0.598130529
1996,4,30,0.695262398
1996,5,1,0.475438341
1996,5,2,0.721850381
1996,5,3,0.503934994
1996,5,4,0.349005508
1996,5,5,0.37271321
1996,5,6,0.174854539
1996,5,7,-0.063277503
1996,5,8,0.191328149
1996,5,9,0.211267133
1996,5,10,0.151591184
1996,5,11,0.107197778
1996,5,12,0.038074068
1996,5,13,0.104252215
1996,5,14,-0.127417257
1996,5,15,-0.033859863
1996,5,16,0.102835456
1996,5,17,0.121567795
1996,5,18,0.128554325
1996,5,19,0.068282733
1996,5,20,-0.215339963
1996,5,21,-0.132416859
1996,5,22,0.200675927
1996,5,23,0.101778625
1996,5,24,0.066900554
1996,5,25,0.041131465
1996,5,26,0.042398761
1996,7,18,0.036916012
1996,7,19,0.082320526
1996,7,20,0.064692702
1996,7,21,-0.041191017
1996,7,22,0.115416681
1996,7,23,0.140449958
1996,7,24,0.096466111
1996,7,25,0.153606777
1996,7,26,0.076289512
1996,7,27,0.185749611
1996,7,28,0.290376728
1996,7,29,0.202241532
1996,7,30,0.047753424
1996,7,31,0.136466671
1996,8,1,0.366803435
1996,8,2,0.390224425
1996,8,3,0.27466356
1996,8,4,0.371268773
1996,8,5,0.375387003
1996,8,6,0.423058243
1996,8,7,0.343675312
1996,8,8,0.446588981
1996,8,9,0.628330258
1996,8,10,0.47959099
1996,8,11,0.468295514
1996,8,12,0.666781131
1996,8,13,0.507630467
1996,8,14,0.863809442
1996,8,15,0.978481491
1996,8,16,1.012845972
1996,8,17,0.832263036
1996,8,18,1.125344836
1996,8,19,1.077710462
1996,8,20,1.257138994
1996,8,21,1.257611063
1996,8,22,1.35720974
1996,8,23,1.329033847
1996,8,24,1.460628311
1996,8,25,1.335762876
1996,8,26,1.712297753
1996,8,27,1.792437186
1996,8,28,1.585913825
1996,8,29,0.913664599
1996,8,30,2.02304688
1996,8,31,1.785176214
1996,9,1,2.425901685
1996,9,2,2.452643527
1996,9,3,2.474526523
1996,9,4,2.398091634
1996,9,5,2.619743378
1996,9,6,2.974721085
1996,9,7,3.066800232
1996,9,8,2.35157837
1996,9,9,2.772559782
1996,9,10,3.256484172
1996,9,11,4.059113236
1996,9,12,3.842194609
1996,9,13,2.47501474
1996,9,14,3.860367428
1996,9,15,5.19856943
1996,9,16,5.261710358
1996,9,17,5.147348205
1996,9,18,5.093657552
1996,9,19,5.356583691
1996,9,20,6.054975301
1996,9,21,6.031792511
1996,9,22,4.636522621
1996,9,23,5.524657883
1996,9,24,5.393471948
1996,9,25,5.140567345
1996,9,26,6.180880726
1996,9,27,6.53121455
1996,9,28,6.877912774
1996,9,29,7.232048457
1996,9,30,7.427204041
1996,10,1,12.13975299
1996,10,2,10.43188683
1996,10,3,7.564497134
1996,10,4,10.31821953
1996,10,5,8.319415662
1996,10,6,8.488173302
1996,10,7,8.729005191
1996,10,8,9.518099209
1996,10,9,7.133204564
1996,10,10,9.607738082
1996,10,11,12.60297573
1996,10,12,13.87110431
1996,10,13,15.03999047
1996,10,14,12.52855029
1996,10,15,13.95071776
1996,10,16,15.93878144
1996,10,17,16.25853049
1996,10,18,10.96894112
1996,10,19,16.28654686
1996,10,20,10.58884208
1996,10,21,11.33059475
1996,10,22,19.22176839
1996,10,23,18.45807422
1996,10,24,19.22936844
1996,10,25,16.89772717
1996,10,26,17.12814005
1996,10,27,20.19105183
1996,10,28,19.9127327
1996,10,29,18.22040779
1996,10,30,19.40434847
1996,10,31,20.0727011
1996,11,1,22.68537602
1996,11,2,24.07405005
1996,11,3,23.6717326
1996,11,4,23.56682574
1996,11,5,22.48116138
1996,11,6,22.25828482
1996,11,7,21.75805419
1996,11,8,24.3276898
1996,11,9,22.55688411
1996,11,10,24.97244384
1996,11,11,14.88808232
1996,11,12,23.74989074
1996,11,13,25.27995432
1996,11,14,20.66992987
1996,11,15,26.43796477
1996,11,16,25.29910705
1996,11,17,23.48922543
1996,11,18,24.78021205
1996,11,19,22.014
1996,11,20,23.37717741
1996,11,21,25.73033863
1996,11,22,26.04934316
1996,11,23,24.31667352
1996,11,24,27.42708151
1996,11,25,25.73655861
1996,11,26,23.04459202
1996,11,27,14.67591371
1996,11,28,16.59628381
1996,11,29,28.85899301
1996,11,30,30.1583719
1996,12,1,31.28409172
1996,12,2,30.89109517
1996,12,3,30.4043709
1996,12,4,24.70648472
1996,12,5,32.49050408
1996,12,6,32.22772649
1996,12,7,29.32216073
1996,12,8,26.80581834
1996,12,9,27.91216247
1996,12,10,30.51148455
1996,12,11,28.66539783
1996,12,12,31.08851764
1996,12,13,27.5391391
1996,12,14,25.69829011
1996,12,15,27.41322849
1996,12,16,29.40666639
1996,12,17,28.36337684
1996,12,18,28.7895147
1996,12,19,29.28536324
1996,12,20,31.92856707
1996,12,21,32.17187066
1996,12,22,33.19100133
1996,12,23,27.01425642
1996,12,24,17.70778696
1996,12,25,23.27396025
1996,12,26,31.57852571
1996,12,27,30.9698174
1996,12,28,32.18545368
1996,12,29,27.16866815
1996,12,30,29.3389253
1997,1,1,32.40713265
1997,1,2,33.02749074
1997,1,3,34.51137927
1997,1,4,24.65941623
1997,1,5,31.57210913
1997,1,6,29.77407502
1997,1,7,27.74977128
1997,1,8,30.68062847
1997,1,9,29.39491744
1997,1,10,31.64155035
1997,1,11,29.87326267
1997,1,12,25.98256592
1997,1,13,27.70204857
1997,1,14,29.9897761
1997,1,15,13.94251282
1997,1,16,30.22630464
1997,1,17,26.09508713
1997,1,18,25.68722648
1997,1,19,18.32403687
1997,1,20,26.37144176
1997,1,21,26.61807594
1997,1,22,27.54560265
1997,1,23,14.15355181
1997,1,24,28.62333754
1997,1,25,26.02649554
1997,1,26,16.35213543
1997,1,27,10.22202366
1997,1,28,15.41133934
1997,1,29,13.3392262
1997,1,30,16.53373043
1997,1,31,25.65086684
1997,2,1,16.90353938
1997,2,2,23.43022174
1997,2,3,22.71335558
1997,2,4,6.616175267
1997,2,5,11.03895074
1997,2,6,12.33978486
1997,2,7,17.05769208
1997,2,8,7.020763094
1997,2,9,19.86029218
1997,2,10,19.41478332
1997,2,11,22.27629605
1997,2,12,17.92301363
1997,2,13,15.83263772
1997,2,14,13.83436939
1997,2,15,13.82843037
1997,2,16,19.09816903
1997,2,17,6.447572719
1997,2,18,8.815656243
1997,2,19,13.11073731
1997,2,20,7.087880945
1997,2,21,15.59510254
1997,2,22,8.574032598
1997,2,23,3.200240211
1997,2,24,5.409234556
1997,2,25,4.495391706
1997,2,26,5.009575124
1997,2,27,4.997948671
1997,2,28,15.06209803
1997,3,1,5.070187818
1997,3,2,13.67073502
1997,3,3,8.841165218
1997,3,4,14.29205629
1997,3,5,9.812795046
1997,3,6,3.803464147
1997,3,7,3.496623837
1997,3,8,6.090778715
1997,3,9,3.354480751
1997,3,10,7.908669409
1997,3,11,4.165384121
1997,3,12,4.105581565
1997,3,13,3.459211311
1997,3,14,3.466298263
1997,3,15,9.792908174
1997,3,16,1.112165052
1997,3,17,9.34369716
1997,3,18,7.638331563
1997,3,19,2.490263946
1997,3,20,7.459771361
1997,3,21,3.784326865
1997,3,22,7.745918856
1997,3,23,2.450967289
1997,3,24,4.405566428
1997,3,25,3.518725393
1997,3,26,6.228507463
1997,3,27,2.81791633
1997,3,28,3.134221809
1997,3,29,2.164058452
1997,3,30,4.21112136
1997,3,31,4.353976082
1997,4,1,4.733671055
1997,4,2,4.42268939
1997,4,3,2.37802276
1997,4,4,2.373724918
1997,4,5,4.233442792
1997,4,6,4.321390463
1997,4,7,3.371937519
1997,4,8,3.113860585
1997,4,9,1.957592432
1997,4,10,3.34883313
1997,4,11,2.838931856
1997,4,12,2.852333248
1997,4,13,2.4885618
1997,4,14,2.573489184
1997,4,15,1.398018549
1997,4,16,1.399295504
1997,4,17,1.237887535
1997,4,18,1.94415983
1997,4,19,1.392435161
1997,4,20,1.827351385
1997,4,21,1.992466586
1997,4,22,1.882275267
1997,4,23,1.404443151
1997,4,24,1.392885335
1997,4,25,1.111011091
1997,4,26,1.282521742
1997,4,27,1.398917206
1997,4,28,0.80587596
1997,4,29,0.833923361
1997,4,30,0.374132537
1997,5,1,0.162403954
1997,5,2,0.320543651
1997,5,3,0.088460973
1997,5,4,0.142666239
1997,5,5,0.611313479
1997,5,6,-0.016039783
1997,5,7,0.297789375
1997,5,8,0.331453368
1997,5,9,0.555708338
1997,5,10,0.329155713
1997,5,11,0.386700213
1997,5,12,0.284429132
1997,5,13,0.452565592
1997,5,14,-0.07196151
1997,5,15,-0.111780356
1997,5,16,0.014621929
1997,5,17,0.113623359
1997,5,18,0.114917949
1997,5,19,0.065271654
1997,5,20,0.055889627
1997,5,21,-0.009495892
1997,5,22,-0.198594436
1997,5,23,-0.026577774
1997,5,24,0.082852426
1997,5,25,-0.214891006
1997,5,26,-0.199331772
1997,7,18,0.129194097
1997,7,19,-0.023100197
1997,7,20,0.051156328
1997,7,21,0.094276765
1997,7,22,-0.016577686
1997,7,23,-0.28272331
1997,7,24,0.113063135
1997,7,25,0.112901566
1997,7,26,0.135532908
1997,7,27,0.097262397
1997,7,28,0.198745024
1997,7,29,0.109315653
1997,7,30,0.17954675
1997,7,31,0.189811477
1997,8,1,0.36801184
1997,8,2,0.001087124
1997,8,3,0.518783437
1997,8,4,0.390668875
1997,8,5,0.261991975
1997,8,6,0.43482905
1997,8,7,0.800926625
1997,8,8,0.311983271
1997,8,9,0.348602149
1997,8,10,0.622418447
1997,8,11,0.602531868
1997,8,12,0.887052656
1997,8,13,0.703670217
1997,8,14,0.531199431
1997,8,15,0.970786436
1997,8,16,0.979255288
1997,8,17,0.87675673
1997,8,18,0.902645414
1997,8,19,1.119605904
1997,8,20,1.237375281
1997,8,21,1.240295235
1997,8,22,0.982092307
1997,8,23,1.289405587
1997,8,24,1.401736756
1997,8,25,1.784880379
1997,8,26,1.566964119
1997,8,27,1.663378835
1997,8,28,1.873474444
1997,8,29,1.446382711
1997,8,30,1.691249551
1997,8,31,1.620656074
1997,9,1,1.818433387
1997,9,2,2.008478812
1997,9,3,2.026017802
1997,9,4,4.030090173
1997,9,5,2.412858151
1997,9,6,3.445067766
1997,9,7,2.440232133
1997,9,8,2.696028447
1997,9,9,2.668786632
1997,9,10,2.904407272
1997,9,11,2.979565893
1997,9,12,4.231788848
1997,9,13,3.396428785
1997,9,14,3.127136758
1997,9,15,3.241550446
1997,9,16,4.57797705
1997,9,17,5.469741556
1997,9,18,6.226870695
1997,9,19,3.922223705
1997,9,20,7.264483302
1997,9,21,6.220496015
1997,9,22,5.36002027
1997,9,23,8.172830691
1997,9,24,7.427899374
1997,9,25,5.293818668
1997,9,26,8.377490031
1997,9,27,9.017225989
1997,9,28,10.1124224
1997,9,29,9.365296346
1997,9,30,10.49681412
1997,10,1,11.10498462
1997,10,2,10.21441908
1997,10,3,7.48701478
1997,10,4,10.99460026
1997,10,5,10.65242148
1997,10,6,11.66712001
1997,10,7,10.17922803
1997,10,8,8.444192424
1997,10,9,11.3996712
1997,10,10,12.4269871
1997,10,11,14.40414979
1997,10,12,14.55552715
1997,10,13,14.6666552
1997,10,14,12.73478752
1997,10,15,7.539081439
1997,10,16,10.13937583
1997,10,17,13.66530012
1997,10,18,14.92302995
1997,10,19,16.70478544
1997,10,20,17.96271607
1997,10,21,12.07543283
1997,10,22,14.33551208
1997,10,23,10.94401552
1997,10,24,10.41960506
1997,10,25,11.2344732
1997,10,26,19.98997408
1997,10,27,17.85745414
1997,10,28,16.49631551
1997,10,29,19.34237595
1997,10,30,18.55900588
1997,10,31,22.00110363
1997,11,1,17.51530802
1997,11,2,17.44465725
1997,11,3,19.39635017
1997,11,4,15.68467032
1997,11,5,22.99096594
1997,11,6,21.46403679
1997,11,7,19.74238073
1997,11,8,21.05127827
1997,11,9,17.10987577
1997,11,10,22.73100149
1997,11,11,21.22810194
1997,11,12,25.32187393
1997,11,13,23.78598359
1997,11,14,26.35315733
1997,11,15,26.64800136
1997,11,16,26.95637263
1997,11,17,22.65579825
1997,11,18,27.29834556
1997,11,19,28.50115913
1997,11,20,27.14479881
1997,11,21,28.88168182
1997,11,22,28.16807068
1997,11,23,27.68446869
1997,11,24,25.19877329
1997,11,25,26.35339728
1997,11,26,26.22589816
1997,11,27,21.09911977
1997,11,28,15.59523432
1997,11,29,16.13498218
1997,11,30,24.58064473
1997,12,1,29.48507423
1997,12,2,30.08286306
1997,12,3,30.91067415
1997,12,4,24.76835107
1997,12,5,25.74373107
1997,12,6,30.7056567
1997,12,7,32.26622721
1997,12,8,33.3929375
1997,12,9,31.72723386
1997,12,10,31.10370719
1997,12,11,27.31099518
1997,12,12,30.40716394
1997,12,13,21.18916658
1997,12,14,22.61408334
1997,12,15,32.04626093
1997,12,16,27.19772248
1997,12,17,27.30595034
1997,12,18,30.02658295
1997,12,19,32.70144032
1997,12,20,33.36543091
1997,12,21,34.52873803
1997,12,22,34.44982372
1997,12,23,25.19325881
1997,12,24,31.22779436
1997,12,25,33.94348949
1997,12,26,28.63895396
1997,12,27,21.32179847
1997,12,28,28.89828554
1997,12,29,32.05324719
1997,12,30,32.86939661
1997,12,31,25.48541074
1998,1,1,27.28510546
1998,1,2,31.51081616
1998,1,3,24.74741505
1998,1,4,23.78797428
1998,1,5,25.64858818
1998,1,6,33.2872805
1998,1,7,31.08506893
1998,1,8,30.31069212
1998,1,9,30.62140732
1998,1,10,32.02751752
1998,1,11,22.07803067
1998,1,12,30.77495418
1998,1,13,29.10387296
1998,1,14,12.0548348
1998,1,15,24.31888064
1998,1,16,29.72957091
1998,1,17,20.69340804
1998,1,18,27.06283773
1998,1,19,28.29039826
1998,1,20,26.51455957
1998,1,21,26.53327043
1998,1,22,15.75015167
1998,1,23,26.23597426
1998,1,24,27.98884845
1998,1,25,26.25792761
1998,1,26,26.70517637
1998,1,27,22.46786615
1998,1,28,16.97547823
1998,1,29,22.27074432
1998,1,30,21.95077453
1998,1,31,11.10894902
1998,2,1,24.18927825
1998,2,2,22.276618
1998,2,3,23.94457094
1998,2,4,20.60664406
1998,2,5,13.34053746
1998,2,6,11.86385561
1998,2,7,17.87520405
1998,2,8,17.45134806
1998,2,9,13.32752721
1998,2,10,15.82959486
1998,2,11,16.81273688
1998,2,12,8.686460442
1998,2,13,19.77179735
1998,2,14,15.46159083
1998,2,15,20.61374356
1998,2,16,9.570883013
1998,2,17,19.65504381
1998,2,18,17.84756031
1998,2,19,17.96213679
1998,2,20,7.976227269
1998,2,21,13.09807695
1998,2,22,15.80428577
1998,2,23,4.799061634
1998,2,24,6.632569805
1998,2,25,8.166392182
1998,2,26,6.611668445
1998,2,27,14.47409885
1998,2,28,13.17723231
1998,3,1,16.00816675
1998,3,2,10.85930568
1998,3,3,8.186787643
1998,3,4,9.020225401
1998,3,5,12.77805843
1998,3,6,12.7711337
1998,3,7,13.49653859
1998,3,8,12.53058963
1998,3,9,11.86907014
1998,3,10,11.60654545
1998,3,11,11.14748891
1998,3,12,10.46521833
1998,3,13,3.987784685
1998,3,14,8.865341018
1998,3,15,9.805192797
1998,3,16,5.958689408
1998,3,17,6.680807522
1998,3,18,3.574554921
1998,3,19,3.56591858
1998,3,20,7.088626432
1998,3,21,7.096717498
1998,3,22,7.901717817
1998,3,23,6.174943811
1998,3,24,3.219191502
1998,3,25,3.401877081
1998,3,26,2.278866394
1998,3,27,2.940055158
1998,3,28,2.130655561
1998,3,29,2.669610028
1998,3,30,2.624474981
1998,3,31,2.641437332
1998,4,1,3.09843159
1998,4,2,3.553177256
1998,4,3,2.123113634
1998,4,4,2.456718079
1998,4,5,2.130448879
1998,4,6,1.700687578
1998,4,7,1.429039529
1998,4,8,2.51758028
1998,4,9,2.759026468
1998,4,10,3.526857574
1998,4,11,2.005015899
1998,4,12,1.807834416
1998,4,13,1.550752439
1998,4,14,2.130188574
1998,4,15,2.145460688
1998,4,16,2.522503816
1998,4,17,1.602060529
1998,4,18,2.248853828
1998,4,19,2.000550473
1998,4,20,1.941443504
1998,4,21,1.976839739
1998,4,22,1.618573235
1998,4,23,1.043987297
1998,4,24,1.130564695
1998,4,25,1.591728509
1998,4,26,1.075986803
1998,4,27,1.072999814
1998,4,28,1.494211237
1998,4,29,0.620494198
1998,4,30,0.713961559
1998,5,1,0.521441419
1998,5,2,0.46563852
1998,5,3,0.367970573
1998,5,4,0.792591269
1998,5,5,0.608185794
1998,5,6,0.52388135
1998,5,7,0.468892986
1998,5,8,0.430510581
1998,5,9,0.135659232
1998,5,10,0.356041071
1998,5,11,0.182848383
1998,5,12,0.225095309
1998,5,13,0.091931727
1998,5,14,0.089925281
1998,5,15,0.146812741
1998,5,16,0.195425808
1998,5,17,0.177142814
1998,5,18,0.161384543
1998,5,19,0.034181517
1998,5,20,-0.000125563
1998,5,21,0.101735623
1998,5,22,0.114238965
1998,5,23,0.156269567
1998,5,24,-0.047605664
1998,5,25,0.229202606
1998,5,26,0.177933149
1998,7,18,0.037159861
1998,7,19,-0.102622592
1998,7,20,-0.556668033
1998,7,21,0.117623949
1998,7,22,-0.018214517
1998,7,23,0.107063312
1998,7,24,-0.006279187
1998,7,25,0.122773096
1998,7,26,0.042296058
1998,7,27,0.281389774
1998,7,28,0.139051282
1998,7,29,-0.042125338
1998,7,30,0.155313683
1998,7,31,0.020083551
1998,8,1,0.381905741
1998,8,2,0.137367141
1998,8,3,0.30032297
1998,8,4,0.584160362
1998,8,5,0.218952583
1998,8,6,0.733468535
1998,8,7,0.387291393
1998,8,8,0.615320995
1998,8,9,0.361101133
1998,8,10,0.526493051
1998,8,11,0.503336021
1998,8,12,0.715088494
1998,8,13,0.582077226
1998,8,14,0.597585989
1998,8,15,0.875603358
1998,8,16,0.83492526
1998,8,17,1.184065838
1998,8,18,0.871759418
1998,8,19,0.957103555
1998,8,20,1.288461499
1998,8,21,0.961510057
1998,8,22,1.259673569
1998,8,23,1.387206862
1998,8,24,1.323359399
1998,8,25,1.509956961
1998,8,26,1.643962466
1998,8,27,1.703683143
1998,8,28,1.55236416
1998,8,29,1.572052833
1998,8,30,2.096591173
1998,8,31,1.79107712
1998,9,1,2.276034426
1998,9,2,3.520559872
1998,9,3,2.219235773
1998,9,4,4.021222504
1998,9,5,3.382249525
1998,9,6,2.451850838
1998,9,7,2.999727841
1998,9,8,2.792426642
1998,9,9,2.735416691
1998,9,10,4.177939545
1998,9,11,2.701600274
1998,9,12,3.305127769
1998,9,13,3.314109382
1998,9,14,6.417817281
1998,9,15,6.030780131
1998,9,16,5.083100713
1998,9,17,6.579165881
1998,9,18,6.987634456
1998,9,19,7.292105077
1998,9,20,7.027507586
1998,9,21,6.826994069
1998,9,22,5.373679302
1998,9,23,8.214365107
1998,9,24,9.148692525
1998,9,25,6.028460903
1998,9,26,4.805118996
1998,9,27,8.454927347
1998,9,28,10.67331968
1998,9,29,10.73123932
1998,9,30,10.5880706
1998,10,1,11.74171224
1998,10,2,12.38778182
1998,10,3,7.100806113
1998,10,4,9.456192392
1998,10,5,8.582248817
1998,10,6,9.332954289
1998,10,7,13.66979526
1998,10,8,14.52326092
1998,10,9,14.09580631
1998,10,10,13.73876557
1998,10,11,15.66584012
1998,10,12,16.16938895
1998,10,13,11.0284617
1998,10,14,13.92225879
1998,10,15,16.23854625
1998,10,16,13.45125666
1998,10,17,12.58315192
1998,10,18,16.23041563
1998,10,19,15.25413352
1998,10,20,18.29472765
1998,10,21,18.32577715
1998,10,22,11.00072574
1998,10,23,10.87669136
1998,10,24,19.19105954
1998,10,25,10.98725359
1998,10,26,17.2401787
1998,10,27,20.2417104
1998,10,28,20.97561835
1998,10,29,19.70406024
1998,10,30,20.58932004
1998,10,31,18.27279418
1998,11,1,22.61432985
1998,11,2,22.77441309
1998,11,3,17.95098362
1998,11,4,22.03960396
1998,11,5,17.83519446
1998,11,6,23.41151526
1998,11,7,24.7815706
1998,11,8,25.58600059
1998,11,9,25.36808188
1998,11,10,25.25633971
1998,11,11,25.27694827
1998,11,12,26.07233569
1998,11,13,27.73476779
1998,11,14,21.08988253
1998,11,15,23.39465197
1998,11,16,27.80128182
1998,11,17,21.15553873
1998,11,18,26.81154449
1998,11,19,21.7080001
1998,11,20,21.60643658
1998,11,21,23.25789199
1998,11,22,24.15678997
1998,11,23,24.17912648
1998,11,24,20.19329719
1998,11,25,12.17275202
1998,11,26,12.72049974
1998,11,27,30.32983024
1998,11,28,29.43951625
1998,11,29,30.45536756
1998,11,30,24.43112669
1998,12,1,28.42966061
1998,12,2,29.9727525
1998,12,3,30.26695479
1998,12,4,30.68372964
1998,12,5,29.12357071
1998,12,6,31.67012913
1998,12,7,25.34260355
1998,12,8,31.20374627
1998,12,9,32.26332309
1998,12,10,31.76607573
1998,12,11,25.07000903
1998,12,12,23.75495607
1998,12,13,30.93972642
1998,12,14,29.55951136
1998,12,15,27.19152072
1998,12,16,30.03685746
1998,12,17,31.58347441
1998,12,18,31.39246381
1998,12,19,31.46715324
1998,12,20,31.24599624
1998,12,21,29.88719395
1998,12,22,31.29658914
1998,12,23,30.62037115
1998,12,24,27.18494361
1998,12,25,27.86230373
1998,12,26,27.77203541
1998,12,27,24.29553943
1998,12,28,29.77325207
1998,12,29,32.5108773
1998,12,30,25.4468655
1998,12,31,21.35780514
1999,1,1,31.04026356
1999,1,2,27.45109068
1999,1,3,29.96059062
1999,1,4,22.00434008
1999,1,5,28.71522827
1999,1,6,32.82954777
1999,1,7,31.53620141
1999,1,8,32.41373588
1999,1,9,33.14567968
1999,1,10,32.85381282
1999,1,11,32.34626059
1999,1,12,33.0584961
1999,1,13,31.83536101
1999,1,14,31.28244766
1999,1,15,30.34227754
1999,1,16,14.84281211
1999,1,17,15.41843007
1999,1,18,23.49688034
1999,1,19,27.53512098
1999,1,20,27.5439824
1999,1,21,23.74041654
1999,1,22,28.93992237
1999,1,23,28.62502048
1999,1,24,17.76077444
1999,1,25,27.10939414
1999,1,26,14.75017384
1999,1,27,26.77954096
1999,1,28,17.34832044
1999,1,29,24.85608837
1999,1,30,25.56944138
1999,1,31,19.46271533
1999,2,1,24.61525227
1999,2,2,21.86880005
1999,2,3,23.33905453
1999,2,4,25.8114309
1999,2,5,24.94955299
1999,2,6,13.19889515
1999,2,7,21.70441855
1999,2,8,10.18568162
1999,2,9,9.325229618
1999,2,10,21.813283
1999,2,11,23.47840524
1999,2,12,12.83229753
1999,2,13,20.67277858
1999,2,14,14.26524745
1999,2,15,20.25038291
1999,2,16,19.06815478
1999,2,17,18.23817127
1999,2,18,14.08898567
1999,2,19,17.19357695
1999,2,20,17.48636821
1999,2,21,16.80832644
1999,2,22,15.70050376
1999,2,23,6.56065891
1999,2,24,5.726469126
1999,2,25,6.076044367
1999,2,26,3.522951112
1999,2,27,5.38123271
1999,2,28,4.082398716
1999,3,1,10.56622271
1999,3,2,16.12071705
1999,3,3,15.73346197
1999,3,4,14.31262608
1999,3,5,14.30397931
1999,3,6,8.597118382
1999,3,7,3.878573045
1999,3,8,3.833052189
1999,3,9,8.990215509
1999,3,10,4.459645926
1999,3,11,10.26228542
1999,3,12,9.789160298
1999,3,13,3.743199124
1999,3,14,4.327586047
1999,3,15,4.658290952
1999,3,16,9.207206658
1999,3,17,6.771901438
1999,3,18,3.609428273
1999,3,19,3.677960998
1999,3,20,4.678219869
1999,3,21,8.402637191
1999,3,22,7.172401784
1999,3,23,7.479153589
1999,3,24,5.161155472
1999,3,25,5.014930129
1999,3,26,2.954010338
